nyuCLA_000.png,0.6327,0.6327,0.4192,0.3878
nyuCLA_030.png,0.7474,0.7474,0.5132,0.4737
nyuCLA_060.png,0.7193,0.7193,0.4235,0.3311
nyuCLA_090.png,0.7690,0.7690,0.4333,0.3111
nyuCLA_120.png,0.7757,0.7757,0.6177,0.6028
nyuCLA_150.png,0.6462,0.6462,0.3911,0.3340
nyuCLA_180.png,0.6196,0.6196,0.4027,0.4099
nyuCLA_210.png,0.4691,0.4691,0.2511,0.2715
nyuCLA_240.png,0.7165,0.7165,0.4244,0.3373
nyuCLA_270.png,0.5697,0.5697,0.3520,0.3169
nyuCLA_300.png,0.5480,0.5480,0.2830,0.2614
nyuCLA_330.png,0.4973,0.4973,0.2871,0.3164
nyuCLA_360.png,0.5939,0.5939,0.3363,0.2962
nyuCLA_390.png,0.7680,0.7680,0.4302,0.3083
nyuCLA_420.png,0.5057,0.5057,0.3162,0.2982
nyuCLA_450.png,0.5949,0.5949,0.4051,0.3919
nyuCLA_480.png,0.5131,0.5131,0.3418,0.3408
nyuCLA_510.png,0.7450,0.7450,0.4305,0.3240
nyuCLA_540.png,0.7135,0.7135,0.3846,0.2872
nyuCLA_570.png,0.7724,0.7724,0.4138,0.2848
nyuCLA_600.png,0.4584,0.4584,0.2498,0.2871
nyuCLA_630.png,0.6472,0.6472,0.4760,0.4749
nyuCLA_660.png,0.5917,0.5917,0.3713,0.3355
nyuCLA_690.png,0.7072,0.7072,0.4356,0.3745
nyuCLA_720.png,0.6784,0.6784,0.3817,0.3049
nyuCLA_750.png,0.7863,0.7863,0.5394,0.4556
nyuCLA_780.png,0.6982,0.6982,0.3991,0.3065
nyuCLA_810.png,0.5211,0.5211,0.2794,0.2315
nyuCLA_840.png,0.4247,0.4247,0.2693,0.2742
nyuCLA_870.png,0.7363,0.7363,0.4080,0.2995
