nyuARCHE_000.png,0.1889,0.2677,0.1041,0.1493
nyuARCHE_020.png,0.1850,0.3567,0.0987,0.1885
nyuARCHE_040.png,0.2539,0.2748,0.1451,0.1569
nyuARCHE_060.png,0.1936,0.2659,0.1071,0.1486
nyuARCHE_080.png,0.2682,0.3298,0.1487,0.1814
nyuARCHE_100.png,0.2991,0.3883,0.1746,0.2262
nyuARCHE_120.png,0.2723,0.3728,0.1572,0.2156
nyuARCHE_140.png,0.1684,0.1876,0.0866,0.0963
nyuARCHE_160.png,0.4649,0.5047,0.2442,0.2648
nyuARCHE_180.png,0.2311,0.3194,0.1300,0.1839
nyuARCHE_200.png,0.2325,0.2813,0.1307,0.1574
nyuARCHE_220.png,0.2352,0.3868,0.1304,0.2128
nyuARCHE_240.png,0.1433,0.1827,0.0764,0.0969
nyuARCHE_260.png,0.2729,0.3240,0.1435,0.1696
nyuARCHE_280.png,0.2131,0.4051,0.1111,0.2098
nyuARCHE_300.png,0.3701,0.2944,0.1986,0.1622
nyuARCHE_320.png,0.1572,0.1808,0.0807,0.0926
nyuARCHE_340.png,0.1831,0.2041,0.0987,0.1095
nyuARCHE_360.png,0.2312,0.3776,0.1293,0.2103
nyuARCHE_380.png,0.3254,0.3323,0.1923,0.1991
